sido_cd,sido_nm,sigun_cd,지역명,sigun_nm,year,yfe,old(65세이상인구),인구 소멸 지수,총전입 (명),총전출 (명),개선 인구 소멸 지수 ,노인여가복지시설수,노인인구 1000명 당 여가복지시설,문화시설 수,인구 십만명당 문화시설 수,상급종합병원,종합병원,병원,요양병원,의원,치과병원,한방병원,보건소,약국,녹지면적,녹지비율,고위험음주율,주관적_건강수준인지율,흡연율,1인당 자동차등록대수 (대),가구수 (가구),건강생활실천율 (%),대학교 교원수 (명),대학교 수 (개),대학교 재학생수 (명),도소매업 사업체수(등록기반) (개),도소매업 종사자수(등록기반) (명),도시지역면적 (㎡),등록외국인 현황 (명),등록장애인수 (명),미충족의료율 (%),사망자수 (명),사설학원수 (천명당),사업체수(등록기반) (개),상수도보급률 (%),서비스업 사업체수(등록기반) (개),스트레스인지율 (%),신혼부부수 (쌍),운수업 사업체수(등록기반) (개),운수업 종사자수(등록기반) (명),유치원 교원수 (명),유치원 수 (개),유치원 원아수 (명),음주율 (%),의료기관 종사 의사수 (천명당),의료기관병상수 (천명당),이혼건수 (건),인구십만명당 자살률 (십만명당),인구총조사 인구 (명),인플루엔자 예방접종률 (%),제조업 사업체수(등록기반) (개),제조업 종사자수(등록기반) (명),조이혼율 (천명당),조혼인율 (천명당),주관적 건강수준인지율 (%),주민등록인구 (명),주택수 (호),초등학교 교원수 (명),초등학교 수 (개),초등학교 학생수 (명),출생아수 (명),토지거래면적 (천㎡),평균연령 (세),하수도보급률 (%),학급당 학생수 (명),합계출산율,혼인건수 (건),화재발생건수 (건),실업률,고용률
38,경남,38030,경남 진주시,진주시,2024,40551,70225,0.58,39681,41037,1.33,570,8.468029475,21,6.2,1,3,14,6,207,2,3,1,168,246823270,89.47,17.1,41.8,15.9,0.5,155489,35,1155,4,28593,10313,20108,275868900,6340,17835,5.3,2627,2.7,42004,100,28343,18.7,6063,3642,7402,402,51,3338,60.4,3.3,18.7,585,31,346145,41.9,3049,15257,1.7,4,41.8,338785,133353,1406,46,18287,1693,9220,44.9,95.1,20.98,0.912,1356,277,3,62.05
38,경남,38330,경남 창녕군,창녕군,2020,4771,19105,0.25,6733,7200,1.05,401,21.76272658,8,13.1,0,0,4,7,29,0,0,1,28,39000395,78.83,13.9,70.3,19.5,0.6,27754,62.1,0,0,0,1449,2925,49474930,2333,5459,0.7,799,0.8,6921,99.8,4247,15.1,956,462,965,56,19,432,40.9,2.3,38.4,115,21.2,61302,55.6,1070,8937,1.9,2.8,70.3,61301,28031,261,17,2255,242,7064,51,77.1,15.65,1.11,171,109,2.05,63.7
38,경남,38330,경남 창녕군,창녕군,2021,4304,19600,0.22,6497,6898,1.04,401,20.98926982,8,13.3,0,0,2,7,32,0,0,1,29,39000395,78.83,10.7,57.9,19,0.6,27949,47.5,0,0,0,1489,3071,49474930,2130,5450,0.7,823,0.8,7186,99.8,4335,15.2,797,545,995,45,18,391,41.1,2.2,39.2,109,24.9,59664,45.6,1089,9273,1.8,2.2,57.9,60129,28008,261,17,2200,215,8745,51.9,78.6,15.53,1.052,135,101,1.5,67
38,경남,38330,경남 창녕군,창녕군,2022,3883,20157,0.19,5009,5827,1.02,401,20.45918367,8,13.7,0,0,2,7,31,0,0,1,29,39000395,78.83,15.6,64.6,23.5,0.6,28100,40.7,0,0,0,1461,2988,49474930,2483,5452,1.7,954,0.9,7230,99.8,4269,16.7,701,577,1050,44,18,370,45.1,2.1,39.9,122,23.7,58804,40.8,1116,9496,2.1,2.1,64.6,58372,28054,257,17,2134,150,7580,52.6,78.5,15.37,0.798,125,143,1.45,66.3
38,경남,38330,경남 창녕군,창녕군,2023,3649,20640,0.18,4597,5126,1.02,401,19.89383341,8,14,0,0,2,7,29,0,0,1,29,39000395,78.83,14.2,53.2,23.8,0.7,27975,48.4,0,0,0,1491,2849,49474930,3091,5333,2.9,910,0.9,7344,99.8,4324,22.1,641,623,1084,59,18,341,50.5,2.1,37.8,111,36.5,58475,39,1025,9344,1.9,2.5,53.2,57083,28204,263,17,2047,138,6087,53.3,81.2,14.94,0.81,143,137,0.75,66.4
38,경남,38330,경남 창녕군,창녕군,2024,3404,21387,0.16,4724,4976,1.02,401,19.42829457,8,14.3,0,0,2,7,29,0,0,1,29,39009926,78.95,17.3,47.7,16,0.7,28103,37.5,0,0,0,1491,2849,49409504,3347,5272,2.7,901,0.8,7344,99.8,4324,19.1,574,623,1084,58,18,301,51.7,2.1,37.7,109,15.9,57766,43.8,1025,9344,1.9,2.7,47.7,56085,28216,258,16,1886,143,4985,53.9,81.2,14.87,0.905,152,130,1.35,67.6
38,경남,38110,경남 창원시,창원시,2020,124651,150905,0.83,132567,140425,1.68,1044,7.449108462,40,3.9,0,11,41,40,573,6,3,3,399,359388722,60.37,12.8,53.7,18.4,0.6,415535,27,1115,5,41697,28783,58856,595333570,13469,49974,8.5,5627,1.9,114518,98.7,79253,26.2,22946,9363,22595,1317,196,15720,59.7,2.7,19.9,2075,0,1029389,41.8,13625,130061,2,3.8,53.7,1036738,366057,3907,111,58402,5376,"13,793",42.6,96.5,22.32,0.895,3897,568,4.25,57.1
38,경남,38110,경남 창원시,창원시,2021,119166,160521,0.74,120887,123957,1.55,1049,6.951393261,41,4,1,9,44,39,580,7,8,3,426,359030870,60.31,12.5,47.5,17.4,0.6,427883,38.2,1131,5,39855,27806,58344,595333570,12860,50329,8.3,5657,1.9,114965,98.8,78626,26,21140,10073,25715,1293,195,14996,55.1,2.8,20.1,2035,0,1025702,44.8,13611,127736,2,3.3,47.5,1032741,368075,3894,112,58133,5213,"13,493",43.3,96.6,22.72,0.887,3421,533,3.8,58.9
38,경남,38110,경남 창원시,창원시,2022,113523,170273,0.67,101272,110046,1.44,1056,6.578578504,42,4.1,1,9,46,38,591,7,8,3,429,356633685,59.9,15.9,48.5,18.9,0.6,432766,35.7,1065,5,36502,27452,56715,595333000,13988,50471,8.3,6750,2,114464,99,78044,23.7,19595,9773,25345,1274,195,14109,64.1,2.9,20.6,1845,0,1016751,35.6,13858,129333,1.8,3.5,48.5,1021487,367588,3944,112,57918,4747,"9,931",43.9,96.5,22.3,0.824,3630,603,3.7,59.45
38,경남,38110,경남 창원시,창원시,2023,108158,180319,0.6,91342,101518,1.35,1058,6.21355118,41,4.1,1,9,47,35,596,8,11,3,427,356339107,59.86,16.9,46,18.8,0.7,435303,34.4,1029,5,34182,27778,55450,595333000,16422,50221,8.8,6578,2,114490,99.1,78321,23.9,17866,10710,30121,1354,193,13311,57.9,2.9,20.5,1858,0,1007142,40.5,12233,126277,1.8,3.2,46,1009038,367306,3944,112,56331,4377,"9,154",44.6,96.5,21.99,0.774,3244,559,2.8,60.75
38,경남,38110,경남 창원시,창원시,2024,103988,192030,0.54,101134,107937,1.29,1058,5.867379477,42,4.2,1,9,47,35,596,8,11,3,427,356010419,59.8,17.4,50.1,16.8,0.7,438279,35.2,998,5,31800,27778,55450,595333000,18121,50299,7.2,6587,2.1,114490,99.2,78321,22.5,16962,10710,30121,1306,190,12344,61.3,3,20.7,1780,0,1001043,38.8,12233,126277,1.8,3.8,50.1,999858,371597,3861,112,53251,4391,"8,324",45.3,97.6,21.59,0.795,3843,536,2.3,60.1
38,경남,38050,경남 통영시,통영시,2020,11682,25137,0.46,13561,16092,1.19,249,10.42059008,14,10.9,0,0,7,4,78,0,1,1,57,41195972,69.92,18.3,66.4,19.3,0.4,54922,52,0,0,0,4267,8042,58919896,3681,7628,9.2,1049,1.7,14831,99,11409,20.6,2312,974,2145,142,29,1458,55.3,1.9,16.3,383,19.4,127984,50,750,4179,3,3.1,66.4,128293,52552,556,20,8075,468,4372,45.1,90.7,21.46,0.776,394,138,4.3,55.5
38,경남,38050,경남 통영시,통영시,2021,10464,26428,0.4,12630,14699,1.14,252,10.02506266,12,9.6,0,1,6,3,75,0,1,1,58,41195972,66.74,14.7,45.2,22.4,0.4,55197,33,0,0,0,4123,7993,61728544,3516,7654,1.1,994,1.8,15052,98.6,11370,18.1,1980,1100,2355,129,26,1267,51.1,1.9,16.4,369,26.2,124829,44.7,772,4289,2.9,2.7,45.2,125383,52427,569,20,7736,424,3896,46,87.2,21.61,0.764,341,108,4.4,56.3
38,경남,38050,경남 통영시,통영시,2022,9558,27521,0.35,11395,13037,1.11,254,9.611018617,13,10.6,0,1,5,3,74,0,1,1,58,41195972,66.74,21.2,44.5,21.8,0.4,55319,27.8,0,0,0,4124,7921,61727780,3988,7580,6.5,1292,1.8,15180,98.9,11424,21.9,1755,1032,2222,118,25,1078,61.9,1.9,15.1,309,33.2,123006,34,823,5167,2.5,2.9,44.5,122681,52436,570,20,7366,392,3546,46.7,87.3,21.25,0.759,353,133,3.8,56.85
38,경남,38050,경남 통영시,통영시,2023,8766,28780,0.3,10330,11711,1.08,254,9.229315795,13,10.8,0,1,5,3,73,0,1,1,59,41195972,66.74,19.9,41.3,23.4,0.5,55511,30.8,58,0,1499,4134,7855,61727716,4601,7518,5.6,1113,1.8,15263,98.9,11455,26.5,1567,1051,2125,129,25,971,58.2,1.9,14.9,309,35.5,121626,44.3,792,5459,2.5,2.3,41.3,120551,52377,542,20,6815,343,2987,47.5,87.8,20.66,0.711,283,135,4.4,58.35
38,경남,38050,경남 통영시,통영시,2024,8204,30233,0.27,10577,11881,1.06,257,8.92981237,13,11,0,1,5,3,73,0,1,1,59,41195972,66.85,19.2,41.4,21.1,0.5,55343,37.9,51,0,1337,4134,7855,61627136,4994,7514,12.3,1132,1.8,15263,99.6,11455,21.7,1448,1051,2125,110,25,819,54,2,14.9,309,34.4,120204,41.6,792,5459,2.6,2.5,41.4,118481,52363,508,20,6111,325,4296,48.3,88,20.34,0.729,294,173,2.45,61.15
38,경남,38360,경남 하동군,하동군,2020,2472,15490,0.16,3914,5208,0.99,385,25.46296296,7,15.6,0,0,3,2,20,0,0,1,17,6641046,37.87,18.4,41.6,19.6,0.6,19600,16.1,0,0,0,1417,2369,17535890,470,4492,9.3,624,0.8,5832,60.2,3446,27.3,496,267,420,30,15,150,52,1.9,19.2,99,33,41772,44.5,491,1558,2.2,2.4,41.6,44785,20413,214,16,1404,136,9852,54.2,76.1,12.57,1.049,109,114,0.95,70.85
38,경남,38360,경남 하동군,하동군,2021,2186,15781,0.14,3626,4357,1,385,24.854745,6,13.8,0,0,2,2,20,0,0,1,16,6641046,37.87,16.5,38,20.2,0.6,19610,23.4,0,0,0,1444,2319,17535890,440,4453,8.5,652,0.8,6270,60.8,3588,19.5,424,256,373,29,15,121,45,1.6,19.8,79,25.1,40167,33.6,510,1479,1.8,2.1,38,43449,20445,214,16,1290,127,12306,55.3,78.3,12.38,1.129,91,75,1.5,70.45
38,경남,38360,경남 하동군,하동군,2022,2046,16129,0.13,3403,3734,1.01,385,24.39642608,6,14.1,0,0,0,2,18,0,0,1,16,6528557,37.23,16.3,40.9,19.1,0.6,19608,22.1,0,0,0,1406,2289,17536070,500,4381,7.7,718,0.8,6345,60.8,3597,22.6,405,237,366,32,15,152,53.8,1.6,13.2,75,23.4,39542,36.3,514,1485,1.8,2.1,40.9,42465,20630,219,16,1208,93,9314,56.1,85.5,11.59,0.874,89,162,1.15,72
38,경남,38360,경남 하동군,하동군,2023,2026,16518,0.12,2962,3236,1,385,23.87004774,6,14.4,0,0,0,2,19,0,0,1,15,6528557,37.23,22.7,42,18,0.6,19683,20.6,0,0,0,1446,2261,17536070,707,4278,7.7,682,0.8,6536,62.2,3667,23.2,376,243,384,42,14,145,55.4,1.6,12.9,89,19.1,39125,38.1,484,1399,2.1,2.5,42,41606,20788,207,15,1081,90,6538,56.7,85.5,11.08,0.868,106,141,0.95,74.4
38,경남,38360,경남 하동군,하동군,2024,1928,16817,0.11,2955,3150,1,385,23.30790653,6,14.7,0,0,0,2,19,0,0,1,15,6528557,37.23,15.5,39.3,21.5,0.6,19658,21.8,0,0,0,1446,2261,17536070,913,4169,4.9,713,0.8,6536,62.7,3667,19.9,339,243,384,47,14,135,56.4,1.7,15.6,69,21.9,38704,39.3,484,1399,1.7,2.3,39.3,40765,20817,200,15,975,78,7125,57.3,85.4,10.65,0.779,96,130,0.9,76.7
38,경남,38320,경남 함안군,함안군,2020,5339,16086,0.33,5908,6971,1.09,332,21.62302983,5,7.8,0,0,3,4,22,0,0,1,25,27449089,70.03,16.2,56.8,15.5,0.9,27594,26.2,0,0,0,1917,3918,39195904,3079,5121,12.3,647,1.2,10977,97.4,4780,27.2,1007,566,1222,71,20,702,56.4,1.6,24.5,136,20.2,65279,43,3779,24393,2.1,2.7,56.8,64182,28005,331,16,3486,207,7658,47.4,63.1,17.94,0.806,177,167,2.55,60.65
38,경남,38320,경남 함안군,함안군,2021,4740,16739,0.28,5728,6725,1.06,334,20.76339674,6,9.6,0,0,3,3,24,0,0,1,24,27485319,68.69,15.5,41.4,21.1,1,27745,24.2,0,0,0,1899,3851,40012524,2816,5062,10.6,686,1.2,11263,98.2,4825,22.2,838,670,1279,61,20,562,50.4,1.6,24.5,147,25.4,63233,39.7,3757,24278,2.3,2.1,41.4,62547,27921,321,16,3269,171,8017,48.5,67.9,18.12,0.717,132,93,1.95,63.7
38,경남,38320,경남 함안군,함안군,2022,4301,17378,0.25,5182,5572,1.05,334,19.95340223,6,9.8,0,0,3,3,24,0,0,1,26,27485319,68.69,14.4,47.7,17.4,1.2,27705,29.7,0,0,0,1882,3887,40012524,3158,5035,11.4,788,1.2,11447,98.3,4829,23.9,702,629,1193,64,19,527,57.7,1.7,25,142,30.7,62409,38.2,3874,24571,2.3,2,47.7,61456,27914,318,16,3058,154,9090,49.3,69.8,17.79,0.702,121,143,2.3,62.65
38,경남,38320,경남 함안군,함안군,2023,4025,17961,0.22,4811,5435,1.03,329,18.93198297,6,10,0,0,2,3,22,0,0,1,26,27471484,68.4,11.7,43.5,18.4,1.3,27868,31.6,0,0,0,1923,3845,40164530,4022,4973,11.3,788,1.2,11344,98.2,4852,23.7,641,600,1192,67,19,476,53.8,1.6,23,130,34.6,62173,40.3,3640,24738,2.1,2.3,43.5,60203,27872,321,16,2853,145,5501,49.8,69.6,17,0.728,140,134,2.1,63.6
38,경남,38320,경남 함안군,함안군,2024,3717,18566,0.2,4475,5160,1.02,329,18.31746562,6,10.2,0,0,2,3,22,0,0,1,26,27471484,68.39,13,52.9,17.3,1.2,27821,36,0,0,0,1923,3845,40168280,4539,4908,1.6,813,1.3,11344,98.3,4852,13.9,610,600,1192,76,18,457,52.6,1.6,20.3,124,28.6,61675,38.8,3640,24738,2.1,2.2,52.9,58842,27791,295,16,2582,119,4000,50.4,70.8,16.58,0.64,132,137,1.65,65.05
38,경남,38380,경남 함양군,함양군,2020,2403,13227,0.18,3386,3493,1.03,410,31.94141477,4,10.2,0,0,1,0,22,0,0,1,19,15924280,82.12,14.7,57.2,14.9,0.5,17501,20.9,0,0,0,1074,1936,19391344,426,3784,11.7,558,1,4545,64.1,2790,23.7,491,212,522,41,12,307,51.5,1.9,4.1,77,23.1,37114,48.2,412,2099,2,2.1,57.2,39080,18891,185,13,1426,105,8532,53.2,78.2,14.16,0.861,81,94,1.1,67.55
38,경남,38380,경남 함양군,함양군,2021,2219,13494,0.16,3413,3574,1.02,411,31.07280562,4,10.4,0,0,1,0,21,0,0,1,19,15924280,82.12,14.1,43.4,21.2,0.5,17704,20.6,0,0,0,1071,1862,19391344,367,3749,14,592,1,4838,67.3,2859,24.2,440,228,531,38,12,297,54.2,1.8,4.2,73,23.4,36541,46.1,421,2230,1.9,1.8,43.4,38310,18902,181,13,1364,99,15176,54,78.7,13.86,0.886,70,80,0.95,67.55
38,경남,38380,경남 함양군,함양군,2022,2044,13769,0.15,3047,3017,1.02,411,30.45798133,4,10.6,0,0,1,0,20,0,0,1,19,15924280,82.12,17,46.5,19,0.6,17775,15.7,0,0,0,1069,1840,19391344,396,3727,13.1,668,1.1,4981,68.1,2894,27.5,379,236,569,38,12,283,55.5,1.9,4.3,60,26.4,36017,33.7,430,1864,1.6,2.4,46.5,37708,18899,184,13,1311,76,11290,54.8,78.9,13.41,0.682,90,104,1.1,68.85
38,경남,38380,경남 함양군,함양군,2023,1929,14001,0.14,2441,2664,1.01,412,29.9222892,4,10.8,0,0,1,0,20,0,0,1,20,15924279,82.12,18.9,40.7,20.1,0.6,17655,18.8,0,0,0,1078,1833,19391344,501,3648,7.7,615,1.1,5185,69.4,2920,25.5,374,225,537,50,12,261,56.6,1.9,4.4,55,8.1,35505,43.2,392,1721,1.5,2.4,40.7,36945,18937,186,13,1206,78,6901,55.4,81.7,13.09,0.734,88,112,0.7,71.95
38,경남,38380,경남 함양군,함양군,2024,1790,14215,0.13,2459,2701,1.01,411,29.35504607,4,11.1,0,0,1,0,20,0,0,1,20,15924279,82.12,23.4,48.9,12.3,1.1,17618,29.4,0,0,0,1078,1833,19391344,518,3574,7.3,625,1.2,5185,68.4,2920,21.2,321,225,537,44,12,203,49.7,1.9,4.5,59,19.2,35073,40.6,392,1721,1.6,1.8,48.9,36131,19016,186,13,1147,60,6148,56,83.9,12.43,0.586,65,91,0.8,70.45
38,경남,38400,경남 합천군,합천군,2020,2408,17431,0.14,3737,4318,1,525,30.4453723,6,13.6,0,0,3,2,17,0,0,1,18,19818414,84.17,20,42.9,22.1,0.5,20322,12.5,0,0,0,991,1737,23545888,576,4824,7.8,735,0.7,5043,56.3,2656,20.3,482,241,327,34,15,215,56.3,2.1,18.1,86,22.6,42140,47.5,398,1444,1.9,1.9,42.9,44006,23435,222,17,1171,107,14033,56.3,68.6,11.28,0.927,82,117,1.4,66.1
38,경남,38400,경남 합천군,합천군,2021,2082,17590,0.12,3611,3855,1.01,525,30.11875394,6,14,0,0,3,2,17,0,0,1,17,19818414,84.17,27.4,42.4,15.9,0.6,20519,9.6,0,0,0,1004,1710,23545888,569,4776,8.4,759,0.7,5471,58.7,2708,21.7,423,248,358,35,15,193,54.4,2.2,20.2,80,34.8,40642,42.5,395,1328,1.9,1.7,42.4,42935,23525,209,17,1098,86,15604,57.1,69,11.51,0.805,74,104,0.6,66.6
38,경남,38400,경남 합천군,합천군,2022,1986,17757,0.11,3321,3299,1.01,527,29.96020466,7,16.6,0,0,2,2,16,0,0,1,17,19818414,84.17,23.6,45.9,19.5,0.6,20649,19.7,0,0,0,984,1603,23545888,756,4703,8,899,0.7,5573,60.9,2679,23.1,400,251,402,33,15,190,48.5,2.2,19.1,71,33.1,40082,39.4,388,1288,1.7,2.1,45.9,42142,23559,202,17,1004,97,15635,57.7,71.9,11.08,1.011,89,115,0.9,67.95
38,경남,38400,경남 합천군,합천군,2023,1965,17922,0.11,2928,3065,1.01,528,29.73475249,7,17,0,0,1,2,17,0,1,1,16,19818414,84.17,29.2,43,21.8,0.6,20588,13.8,0,0,0,977,1548,23545888,870,4584,5.2,857,0.7,5729,59.5,2651,27.9,368,300,455,36,15,181,54.7,2.1,18.4,75,26.6,39667,47,369,1225,1.8,2.3,43,41203,23420,201,17,987,58,11285,58.1,71.8,10.5,0.636,94,116,0.65,70.75
38,경남,38400,경남 합천군,합천군,2024,1837,18205,0.1,2803,2947,1,529,29.516795,7,17.4,0,0,1,2,17,0,1,1,16,19818414,84.17,22.8,43,16.6,0.6,20442,17.4,0,0,0,977,1548,23545888,939,4489,1.5,902,0.7,5729,60.1,2651,18.1,331,300,455,50,15,213,51.8,2.1,17.6,80,32.2,38950,44.1,369,1225,2,2.1,43,40225,23384,201,17,834,80,11382,58.6,74.7,10.22,0.887,84,95,0.7,71.3
37,경북,37100,경북 경산시,경산시,2020,41925,44579,0.94,38546,37705,1.89,396,9.41087003,15,5.7,0,1,4,11,148,2,0,1,110,94139153,76.08,11,55,18.6,0.5,120756,21.2,2789,10,98635,7098,14116,123741230,10389,14606,11.5,1701,1.4,29875,99.3,18709,28.1,6062,3277,6250,387,60,4021,53.4,2,13.6,535,33.2,283733,45.1,4379,35856,2,3.8,55,263728,96711,950,31,13342,1340,10534,42,92.9,22.08,0.888,987,196,4.1,55.15
37,경북,37100,경북 경산시,경산시,2021,44234,47417,0.93,43463,38315,1.88,396,8.883106395,15,5.6,0,1,6,9,153,2,0,1,113,92512810,74.77,14.5,48.1,21.6,0.5,127288,19.2,2840,10,95212,6972,14650,123728320,10476,14995,5.6,1640,1.4,30358,99.3,18908,25.3,5780,3385,6177,377,59,3771,49.9,2,13.8,513,26.1,293418,45,4383,35055,1.9,3.3,48.1,268369,100790,1006,31,13443,1409,8137,42.3,92.9,22.16,0.934,868,172,3.5,57.25
37,경북,37100,경북 경산시,경산시,2022,44073,49716,0.89,31622,31296,1.79,399,8.414703587,16,6,0,1,6,10,162,2,0,1,113,92512810,74.77,15.6,54.9,20.2,0.5,129652,23.4,2819,10,91809,7109,14835,123728320,11992,15160,14.7,2067,1.5,30880,99.2,19167,25.9,5256,3310,6106,369,57,3654,50.9,2.1,14.6,529,21.7,295543,38.3,4517,36067,2,3.4,54.9,267725,102223,1023,31,13605,1300,6498,42.7,92.6,21.91,0.873,902,197,3.05,58
37,경북,37100,경북 경산시,경산시,2023,42795,51977,0.82,33596,34355,1.67,401,8.065813823,15,5.6,0,2,5,10,162,2,0,1,112,92512810,74.77,19.5,52.8,25,0.6,133955,24.1,2330,10,86916,7241,15008,123728320,15265,15147,18,1961,1.6,31082,99.3,19239,27.5,4799,3556,6768,391,57,3507,55.7,2.2,13.7,527,30.4,296453,43.9,4085,35058,2,3.3,52.8,266205,104832,1010,31,13511,1179,4057,43.2,93.1,21.71,0.807,881,201,3,57.85
37,경북,37100,경북 경산시,경산시,2024,43123,55091,0.78,36944,36082,1.61,399,7.676472286,15,5.6,0,2,5,10,162,2,0,1,112,92512810,74.77,12.7,50.3,16,0.6,137338,29.6,2253,10,86131,7241,15008,123728320,18485,15363,4.8,1948,1.6,31082,99.4,19239,20.9,4636,3556,6768,370,54,3252,50.9,2.3,13.2,477,31.3,298529,42.8,4085,35058,1.8,3.8,50.3,266398,108277,1007,31,12771,1211,3539,43.6,93.1,21.27,0.845,1008,205,3.6,58.25
37,경북,37020,경북 경주시,경주시,2020,28205,57313,0.49,29067,29929,1.24,628,11.49362177,21,8.3,0,1,11,14,115,2,1,1,110,407990645,87.8,12.4,50.1,18.7,0.6,116452,23.4,579,4,16896,7212,13631,464678820,10202,16560,10.3,2193,1.3,33233,93.9,21433,23,4790,2674,5397,231,60,2737,56.4,2.1,17.3,554,27.7,261778,49,4946,41374,2.2,3.4,50.1,253502,109481,929,43,11482,1103,20907,46.2,94.4,20.02,0.971,859,264,2.85,60.2
37,경북,37020,경북 경주시,경주시,2021,27032,59645,0.45,30156,29946,1.2,629,10.97482247,21,8.3,0,1,10,14,117,2,0,1,111,408196226,87.82,14.6,44.3,21.1,0.6,119140,22.9,553,4,15762,7015,13563,464824030,9604,16627,4.4,2312,1.3,33379,94,21376,28.8,4550,2739,5318,210,57,2539,52,2.1,17.4,458,26.3,261102,46.4,4921,40032,1.8,3,44.3,251889,110340,925,43,11333,1062,24687,46.8,94.6,20.19,0.951,758,277,2.4,60.95
37,경북,37020,경북 경주시,경주시,2022,25801,61861,0.42,23992,24336,1.17,634,10.62955822,21,8.4,0,1,10,11,123,2,0,1,110,408196226,88,13.5,39,19.5,0.6,119353,25.7,516,4,15117,7029,13257,463852130,9947,16521,3.1,2713,1.4,33870,95.5,21432,22.9,4267,2896,5216,230,56,2392,59,2.2,16.1,485,32,259674,39.6,5089,42378,1.9,3.1,39,249607,110705,945,43,11256,981,20845,47.4,94.7,19.91,0.893,765,280,1.95,60.9
37,경북,37020,경북 경주시,경주시,2023,24889,64296,0.39,24437,25111,1.15,637,10.29727938,21,8.5,0,1,10,11,117,1,0,1,114,408196226,88,16.2,44.5,20.1,0.6,120672,26.5,493,4,14441,7219,13536,463852130,11045,16360,5.8,2518,1.4,34503,95.5,22019,24,3994,2979,5342,247,55,2186,55.8,2.1,15.4,463,35.5,259505,46.1,4674,43835,1.9,3.2,44.5,247489,112162,972,43,11032,981,22396,48,94.5,19.5,0.909,784,253,2.05,60.25
37,경북,37020,경북 경주시,경주시,2024,24126,67248,0.36,25559,26833,1.12,637,9.90730372,21,8.6,0,1,10,11,117,1,0,1,114,407846835,87.93,17.6,47.4,20,0.6,121937,33.4,457,3,13594,7219,13536,463852130,12819,16273,3.7,2439,1.4,34503,95.9,22019,21.8,3801,2979,5342,243,54,2060,57.3,2.1,15.3,430,27.3,258733,44.1,4674,43835,1.8,3.6,47.4,244769,113985,966,43,10481,920,19737,48.6,94.5,19.23,0.879,879,313,2.2,61.6
37,경북,37370,경북 고령군,고령군,2020,2272,9941,0.23,2904,3596,1.03,205,21.24792703,6,19.1,0,0,1,2,12,0,0,1,11,25802895,79.46,21.3,50.2,24.8,0.7,13917,19.2,0,0,0,1102,2305,32473748,1530,3173,10.7,417,0.6,5368,98.7,2368,21.1,366,453,739,21,9,147,54.9,1.9,9.2,68,28.4,31419,45.6,1735,10057,2.1,2,50.2,31361,13785,126,9,1055,100,6040,51.5,63.6,14.5,0.977,63,89,1.8,64.85
37,경북,37370,경북 고령군,고령군,2021,1999,10165,0.2,2671,2987,1.03,207,20.82285484,6,19.6,0,0,1,1,11,0,0,1,11,25800330,79.45,15.7,46.5,18,0.7,13983,27.5,0,0,0,1084,2253,32473748,1375,3220,4.6,426,0.6,5610,99.1,2419,18.8,322,472,790,17,9,118,46.2,1.8,6.2,53,42.2,30399,42.7,1761,9845,1.7,2,46.5,30626,13825,131,9,1023,100,8467,52.5,63.9,14.35,1.064,61,87,1.1,68.7
37,경북,37370,경북 고령군,고령군,2022,1809,10497,0.17,2746,2591,1.04,209,20.56074766,7,23.1,0,0,1,1,12,0,0,1,10,25800330,79.45,16.9,39.5,19.8,0.7,14094,29.8,0,0,0,1138,2436,32473748,1569,3232,4.1,494,0.6,5831,99.2,2519,20.9,284,462,758,15,8,99,53.4,1.9,6.5,63,36.2,30142,39.5,1810,10357,2.1,1.8,39.5,30353,13859,139,9,960,88,5873,53.2,63.9,13.88,0.975,56,100,1.25,67.5
37,경북,37370,경북 고령군,고령군,2023,1787,10862,0.16,2705,2597,1.03,211,20.10098123,6,19.9,0,0,1,1,12,0,0,1,11,25800330,79.45,21.9,54.8,24,0.7,14289,25.2,0,0,0,1164,2430,32473748,1902,3229,3.7,417,0.6,5936,99.7,2535,29.1,276,482,772,21,8,105,57.7,1.8,6.5,70,23.2,30518,36.1,1723,9891,2.3,2.6,54.8,30139,13931,132,9,884,89,3967,53.5,65.8,13.81,1.038,77,89,1.25,67.65
37,경북,37370,경북 고령군,고령군,2024,1890,11392,0.17,3026,2743,1.04,212,19.51758424,6,20,0,0,1,1,12,0,0,1,11,25800330,79.45,10.5,48.3,24,0.8,14650,32.1,0,0,0,1164,2430,32473188,2214,3210,5.3,431,0.6,5936,99.8,2535,18.4,299,482,772,20,8,84,50.2,1.8,6.4,75,26.6,30934,35.7,1723,9891,2.5,2.6,48.3,30062,14544,132,9,833,82,4788,53.9,66,12.94,0.969,78,90,1,67.25
37,경북,37050,경북 구미시,구미시,2020,58071,39998,1.45,52183,56607,3.1,413,11.0015983,13,3.1,0,3,7,9,215,5,2,2,157,126461027,68.06,18,45.8,24.4,0.5,171496,23.5,551,3,21221,10221,20166,185821760,4659,16610,6.5,1781,2,46784,99.9,29424,27.7,11222,4737,8188,774,105,9644,58.4,2,9.3,976,29.3,416603,41.5,6449,86818,2.3,4.3,45.8,416328,152076,1763,52,27922,2695,14415,38.9,98.5,23.06,0.944,1794,285,5.5,59.6
